Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Pendergast Elementary District,0406210,Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,1-Primary,797,794,444,353,7,4,693,45,38,0,10,040621002570,Amberlea Elementary School,4283,Pendergast Elementary District,26.0,2016,0,0.5570890840652447,0.44291091593475534,0.00878293601003764,0.005018820577164366,0.8695106649937264,0.056461731493099125,0.04767879548306148,0.0,0.012547051442910916,0.9962358845671268,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arizona Montessori Charter School at Anthem,0400415,Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0408,Yes participating without using any Provision or the CEO,1-Primary,239,61,110,129,0,3,28,8,181,0,19,040041502414,AMCS at Anthem dba Caurus Academy,85749,Arizona Montessori Charter School at Anthem,52.0,2016,1,0.4602510460251046,0.5397489539748954,0.0,0.012552301255230125,0.11715481171548117,0.03347280334728033,0.7573221757322176,0.0,0.0794979079497908,0.25523012552301255,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
American Heritage Academy,0400130,Yavapai County,04025,1-Yes,2-Title I targeted assistance school,0401,No,1-Primary,165,113,89,76,28,2,16,0,113,2,4,040013002569,American Heritage Academy - Camp Verde,6365,American Heritage Academy,26.0,2016,1,0.5393939393939394,0.46060606060606063,0.1696969696969697,0.012121212121212121,0.09696969696969697,0.0,0.6848484848484848,0.012121212121212121,0.024242424242424242,0.6848484848484848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
American Heritage Academy,0400130,Yavapai County,04025,1-Yes,1-Title I targeted assistance eligible school-No program,0404,No,4-Other,296,128,144,152,6,3,62,3,218,0,4,040013001803,American Heritage Academy - Cottonwood,6365,American Heritage Academy,31.0,2016,1,0.4864864864864865,0.5135135135135135,0.02027027027027027,0.010135135135135136,0.20945945945945946,0.010135135135135136,0.7364864864864865,0.0,0.013513513513513514,0.43243243243243246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
The Charter Foundation  Inc.,0400131,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,4-Other,228,30,101,127,9,6,100,54,47,0,12,040013101781,AmeriSchools Academy - Camelback,6355,"The Charter Foundation, Inc.",43.5,2016,1,0.44298245614035087,0.5570175438596491,0.039473684210526314,0.02631578947368421,0.43859649122807015,0.23684210526315788,0.20614035087719298,0.0,0.05263157894736842,0.13157894736842105,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Charter Foundation  Inc.,0400131,Pima County,04019,1-Yes,5-Title I schoolwide school,0402,No,4-Other,221,136,113,108,6,0,124,19,68,2,2,040013102070,AmeriSchools Academy - Country Club,6355,"The Charter Foundation, Inc.",44.0,2016,1,0.5113122171945701,0.48868778280542985,0.027149321266968326,0.0,0.5610859728506787,0.08597285067873303,0.3076923076923077,0.00904977375565611,0.00904977375565611,0.6153846153846154,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Charter Foundation  Inc.,0400131,Yuma County,04027,1-Yes,5-Title I schoolwide school,0403,No,1-Primary,210,122,112,98,0,6,150,2,51,1,0,040013101960,AmeriSchools Academy - Yuma,6355,"The Charter Foundation, Inc.",38.0,2016,1,0.5333333333333333,0.4666666666666667,0.0,0.02857142857142857,0.7142857142857143,0.009523809523809525,0.24285714285714285,0.004761904761904762,0.0,0.580952380952381,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Charter Foundation  Inc.,0400131,Yuma County,04027,1-Yes,5-Title I schoolwide school,0403,No,1-Primary,247,135,125,122,5,3,166,8,64,0,1,040013103274,Amerischools Academy North,6355,"The Charter Foundation, Inc.",63.0,2016,1,0.5060728744939271,0.4939271255060729,0.020242914979757085,0.012145748987854251,0.6720647773279352,0.032388663967611336,0.2591093117408907,0.0,0.004048582995951417,0.5465587044534413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,3-High,1247,903,660,587,42,53,789,124,219,5,15,040068000032,Amphitheater High School,4406,Amphitheater Unified District,18.5,2016,0,0.529270248596632,0.4707297514033681,0.03368083400160385,0.042502004811547714,0.6327185244587009,0.09943865276663993,0.1756214915797915,0.00400962309542903,0.012028869286287089,0.7241379310344828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,2-Middle,647,565,329,318,32,23,382,81,112,4,13,040068000020,Amphitheater Middle School,4406,Amphitheater Unified District,17.0,2016,0,0.508500772797527,0.49149922720247297,0.04945904173106646,0.03554868624420402,0.5904173106646059,0.125193199381762,0.1731066460587326,0.0061823802163833074,0.02009273570324575,0.8732612055641422,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,112,109,88,24,0,0,59,35,14,0,4,040708000600,Amy L. Houston Academy,4279,Roosevelt Elementary District,3.0,2016,0,0.7857142857142857,0.21428571428571427,0.0,0.0,0.5267857142857143,0.3125,0.125,0.0,0.03571428571428571,0.9732142857142857,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,1-Primary,570,44,279,291,6,43,54,15,439,2,11,040757001327,Anasazi Elementary,4240,Scottsdale Unified District,80.0,2016,0,0.48947368421052634,0.5105263157894737,0.010526315789473684,0.07543859649122807,0.09473684210526316,0.02631578947368421,0.7701754385964912,0.0035087719298245615,0.01929824561403509,0.07719298245614035,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vail Unified District,0408850,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,3-High,625,8,312,313,3,18,165,27,398,0,14,040885003272,Andrada Polytechnic High School,4413,Vail Unified District,46.5,2016,0,0.4992,0.5008,0.0048,0.0288,0.264,0.0432,0.6368,0.0,0.0224,0.0128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,359,24,204,155,4,3,138,13,168,3,30,040880000850,Anna Henry Elementary School,4403,Tucson Unified District,37.5,2016,0,0.5682451253481894,0.43175487465181056,0.011142061281337047,0.008356545961002786,0.38440111420612816,0.036211699164345405,0.467966573816156,0.008356545961002786,0.08356545961002786,0.06685236768802229,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,334,,179,155,176,0,144,3,5,0,6,040880000858,Anna Lawrence Intermediate School,4403,Tucson Unified District,17.5,2016,0,0.5359281437125748,0.46407185628742514,0.5269461077844312,0.0,0.4311377245508982,0.008982035928143712,0.014970059880239521,0.0,0.017964071856287425,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,899,132,471,428,31,99,142,42,555,2,28,040187001532,Anna Marie Jacobson  Elementary School,4242,Chandler Unified District #80,66.5,2016,0,0.5239154616240267,0.4760845383759733,0.034482758620689655,0.11012235817575083,0.15795328142380421,0.04671857619577308,0.6173526140155728,0.002224694104560623,0.03114571746384872,0.1468298109010011,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,541,,300,241,9,8,236,23,214,0,51,040880000819,Annie Kellond Elementary School,4403,Tucson Unified District,51.0,2016,0,0.5545286506469501,0.4454713493530499,0.0166358595194085,0.014787430683918669,0.43622920517560076,0.04251386321626617,0.3955637707948244,0.0,0.09426987060998152,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Antelope Union High School District,0400720,Yuma County,04027,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,3-High,223,138,114,109,1,1,175,1,43,2,0,040072000034,Antelope Union High School,4506,Antelope Union High School District,14.0,2016,0,0.5112107623318386,0.48878923766816146,0.004484304932735426,0.004484304932735426,0.7847533632286996,0.004484304932735426,0.19282511210762332,0.008968609865470852,0.0,0.6188340807174888,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Florence Unified School District,0402920,Pinal County,04021,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,4-Other,778,77,407,371,18,6,218,76,437,3,20,040292002637,Anthem Elementary School,4437,Florence Unified School District,31.0,2016,0,0.5231362467866324,0.4768637532133676,0.02313624678663239,0.007712082262210797,0.2802056555269923,0.09768637532133675,0.5616966580976864,0.0038560411311053984,0.02570694087403599,0.09897172236503857,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,1-Primary,754,161,397,357,6,12,74,16,628,4,14,040775001874,Anthem School,4246,Deer Valley Unified District,63.0,2016,0,0.5265251989389921,0.473474801061008,0.007957559681697613,0.015915119363395226,0.09814323607427056,0.021220159151193633,0.8328912466843501,0.005305039787798408,0.01856763925729443,0.21352785145888595,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sahuarita Unified District,0407300,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,1-Primary,1385,395,734,651,7,18,717,53,563,4,23,040730002818,Anza Trail,4411,Sahuarita Unified District,48.0,2016,0,0.5299638989169675,0.4700361010830325,0.005054151624548736,0.012996389891696752,0.5176895306859206,0.038267148014440436,0.4064981949458484,0.002888086642599278,0.01660649819494585,0.2851985559566787,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Apache Elementary District,0400750,Cochise County,04003,2-No,6-Not a Title I school,0402,No,1-Primary,10,,7,3,0,0,1,0,9,0,0,040075000039,Apache Elementary School,4178,Apache Elementary District,57.5,2016,0,0.7,0.3,0.0,0.0,0.1,0.0,0.9,0.0,0.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,1-Primary,724,241,385,339,3,24,151,22,489,1,34,040625001501,Apache Elementary School,4237,Peoria Unified School District,57.5,2016,0,0.5317679558011049,0.468232044198895,0.004143646408839779,0.03314917127071823,0.2085635359116022,0.03038674033149171,0.675414364640884,0.0013812154696132596,0.04696132596685083,0.3328729281767956,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Apache Junction Unified District,0400790,Pinal County,04021,2-No,4-Title I schoolwide eligible school-No program,0404,Yes participating without using any Provision or the CEO,3-High,1231,762,653,578,15,12,367,12,803,2,20,040079000043,Apache Junction High School,4443,Apache Junction Unified District,23.5,2016,0,0.5304630381803412,0.4695369618196588,0.012185215272136474,0.00974817221770918,0.2981316003249391,0.00974817221770918,0.652315190901706,0.0016246953696181965,0.016246953696181964,0.6190089358245329,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Glendale Union High School District,0403450,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,3-High,2040,1268,1002,1038,39,58,1332,183,414,6,8,040345000275,Apollo High School,4285,Glendale Union High School District,41.5,2016,0,0.49117647058823527,0.5088235294117647,0.01911764705882353,0.028431372549019607,0.6529411764705882,0.08970588235294118,0.20294117647058824,0.0029411764705882353,0.00392156862745098,0.6215686274509804,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,2-Middle,608,6,320,288,27,0,556,11,14,0,0,040817000706,Apollo Middle School,4407,Sunnyside Unified District,10.0,2016,0,0.5263157894736842,0.47368421052631576,0.044407894736842105,0.0,0.9144736842105263,0.018092105263157895,0.023026315789473683,0.0,0.0,0.009868421052631578,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Yes participating without using any Provision or the CEO,3-High,1741,519,872,869,35,52,608,76,947,9,14,040757000640,Arcadia High School,4240,Scottsdale Unified District,35.0,2016,0,0.5008615738081562,0.4991384261918438,0.020103388856978748,0.02986789201608271,0.3492245835726594,0.043653072946582425,0.5439402642159679,0.005169442848937392,0.0080413555427915,0.2981045376220563,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arizona Agribusiness & Equine Center Inc. 4,0400828,Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0403,No,3-High,480,194,203,277,5,21,173,34,241,1,5,040082803199,Arizona Agribusiness & Equine Center - Estrella,90779,"Arizona Agribusiness & Equine Center, Inc.",61.0,2016,1,0.42291666666666666,0.5770833333333333,0.010416666666666666,0.04375,0.36041666666666666,0.07083333333333333,0.5020833333333333,0.0020833333333333333,0.010416666666666666,0.4041666666666667,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arizona Agribusiness & Equine Center Inc. 5,0400838,Yavapai County,04025,1-Yes,2-Title I targeted assistance school,0404,No,3-High,211,73,64,147,2,3,19,5,182,0,0,040083803243,"Arizona Agribusiness & Equine Center, Inc. - Prescott Valley",91131,"Arizona Agribusiness & Equine Center, Inc.",48.5,2016,1,0.3033175355450237,0.6966824644549763,0.009478672985781991,0.014218009478672985,0.09004739336492891,0.023696682464454975,0.8625592417061612,0.0,0.0,0.3459715639810427,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Arizona Agribusiness & Equine Center Inc. 3,0400426,Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0405,No,3-High,156,40,59,97,3,0,20,2,128,2,1,040042602528,"Arizona Agribusiness & Equine Center, Inc. - Red Mountain",87403,"Arizona Agribusiness & Equine Center, Inc.",60.0,2016,1,0.3782051282051282,0.6217948717948718,0.019230769230769232,0.0,0.1282051282051282,0.01282051282051282,0.8205128205128205,0.01282051282051282,0.00641025641025641,0.2564102564102564,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Arizona Autism Charter Schools  Inc.,0400913,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0409,No,1-Primary,108,77,99,9,4,10,42,13,37,1,1,040091303455,Arizona Autism Charter School,91958,"Arizona Autism Charter Schools, Inc.",19.0,2016,1,0.9166666666666666,0.08333333333333333,0.037037037037037035,0.09259259259259259,0.3888888888888889,0.12037037037037036,0.3425925925925926,0.009259259259259259,0.009259259259259259,0.7129629629629629,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Success School,0400326,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,4-Other,788,544,382,406,7,7,478,107,166,2,21,040032602162,Arizona Charter Academy,79453,Success School,40.0,2016,1,0.4847715736040609,0.5152284263959391,0.008883248730964468,0.008883248730964468,0.6065989847715736,0.13578680203045684,0.21065989847715735,0.0025380710659898475,0.0266497461928934,0.6903553299492385,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Toltec School District,0408550,Pinal County,04021,2-No,,0401,Yes under Community Eligibility Option (CEO),1-Primary,611,3,320,291,25,4,342,24,207,2,7,040855003405,Arizona City Elementary School,4450,Toltec School District,22.0,2016,0,0.5237315875613748,0.4762684124386252,0.04091653027823241,0.006546644844517185,0.5597381342062193,0.03927986906710311,0.33878887070376434,0.0032733224222585926,0.011456628477905073,0.004909983633387889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pima Prevention Partnership,0400821,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Provision 2,3-High,159,156,70,89,3,0,135,12,8,0,1,040082103226,Arizona Collegiate High School,90536,Pima Prevention Partnership,2.5,2016,1,0.44025157232704404,0.559748427672956,0.018867924528301886,0.0,0.8490566037735849,0.07547169811320754,0.050314465408805034,0.0,0.006289308176100629,0.9811320754716981,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arizona Connections Academy Charter School  Inc.,0400427,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0405,No,4-Other,1892,857,891,1001,40,29,409,75,1195,3,141,040042703160,Arizona Connections Academy,87407,"Arizona Connections Academy Charter School, Inc.",34.0,2016,1,0.47093023255813954,0.5290697674418605,0.021141649048625793,0.0153276955602537,0.21617336152219874,0.03964059196617336,0.6316067653276956,0.0015856236786469344,0.07452431289640592,0.45295983086680763,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Edkey  Inc. - Arizona Conservatory for Arts and Academics,0400653,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,3-High,242,104,85,157,4,3,45,19,165,0,6,040065303069,Arizona Conservatory for Arts and Academics,79981,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",44.0,2016,1,0.3512396694214876,0.6487603305785123,0.01652892561983471,0.012396694214876033,0.1859504132231405,0.07851239669421488,0.6818181818181818,0.0,0.024793388429752067,0.4297520661157025,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Edkey  Inc. - Arizona Conservatory for Arts and Academics,0400653,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,2-Middle,208,119,79,129,1,2,38,19,142,0,6,040065303004,Arizona Conservatory for Arts and Academics Middle School,79981,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",51.0,2016,1,0.3798076923076923,0.6201923076923077,0.004807692307692308,0.009615384615384616,0.18269230769230768,0.09134615384615384,0.6826923076923077,0.0,0.028846153846153848,0.5721153846153846,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gadsden Elementary District,0403240,Yuma County,04027,2-No,5-Title I schoolwide school,0403,,1-Primary,769,766,397,372,1,0,768,0,0,0,0,040324001806,Arizona Desert Elementary School,4505,Gadsden Elementary District,26.5,2016,0,0.5162548764629389,0.4837451235370611,0.0013003901170351106,0.0,0.9986996098829649,0.0,0.0,0.0,0.0,0.9960988296488946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Tolleson Elementary District,0408490,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,508,415,256,252,6,3,406,58,26,0,9,040849001705,Arizona Desert Elementary School,4264,Tolleson Elementary District,26.5,2016,0,0.5039370078740157,0.49606299212598426,0.011811023622047244,0.005905511811023622,0.7992125984251969,0.1141732283464567,0.051181102362204724,0.0,0.017716535433070866,0.8169291338582677,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
