Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Pendergast Elementary District,0406210,Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,1-Primary,737,734,393,344,7,1,651,35,33,0,10,040621002570,Amberlea Elementary School,4283,Pendergast Elementary District,23.5,2017,0,0.5332428765264586,0.46675712347354137,0.009497964721845319,0.0013568521031207597,0.8833107191316146,0.04748982360922659,0.04477611940298507,0.0,0.013568521031207599,0.9959294436906377,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arizona Montessori Charter School at Anthem,0400415,Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0408,Yes participating without using any Provision or the CEO,1-Primary,313,67,162,151,0,5,37,8,244,0,19,040041502414,AMCS at Anthem dba Caurus Academy,85749,Arizona Montessori Charter School at Anthem,63.0,2017,1,0.5175718849840255,0.48242811501597443,0.0,0.01597444089456869,0.1182108626198083,0.025559105431309903,0.7795527156549521,0.0,0.06070287539936102,0.21405750798722045,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
American Heritage Academy,0400130,Yavapai County,04025,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0401,Yes participating without using any Provision or the CEO,1-Primary,155,111,80,75,27,2,24,0,91,2,9,040013002569,American Heritage Academy - Camp Verde,6365,American Heritage Academy,22.0,2017,1,0.5161290322580645,0.4838709677419355,0.17419354838709677,0.012903225806451613,0.15483870967741936,0.0,0.5870967741935483,0.012903225806451613,0.05806451612903226,0.7161290322580646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
American Heritage Academy,0400130,Yavapai County,04025,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0404,Yes participating without using any Provision or the CEO,4-Other,276,125,135,141,6,3,71,3,189,0,4,040013001803,American Heritage Academy - Cottonwood,6365,American Heritage Academy,27.5,2017,1,0.4891304347826087,0.5108695652173914,0.021739130434782608,0.010869565217391304,0.2572463768115942,0.010869565217391304,0.6847826086956522,0.0,0.014492753623188406,0.4528985507246377,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
The Charter Foundation  Inc.,0400131,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,4-Other,221,147,91,130,9,5,102,39,54,0,12,040013101781,AmeriSchools Academy - Camelback,6355,"The Charter Foundation, Inc.",41.5,2017,1,0.4117647058823529,0.5882352941176471,0.04072398190045249,0.02262443438914027,0.46153846153846156,0.17647058823529413,0.24434389140271492,0.0,0.05429864253393665,0.665158371040724,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Charter Foundation  Inc.,0400131,Pima County,04019,1-Yes,5-Title I schoolwide school,0402,No,4-Other,211,112,102,109,5,0,117,16,69,1,3,040013102070,AmeriSchools Academy - Country Club,6355,"The Charter Foundation, Inc.",43.0,2017,1,0.4834123222748815,0.5165876777251185,0.023696682464454975,0.0,0.5545023696682464,0.07582938388625593,0.32701421800947866,0.004739336492890996,0.014218009478672985,0.5308056872037915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Charter Foundation  Inc.,0400131,Yuma County,04027,1-Yes,5-Title I schoolwide school,0403,No,1-Primary,191,110,94,97,0,6,132,4,48,1,0,040013101960,AmeriSchools Academy - Yuma,6355,"The Charter Foundation, Inc.",42.0,2017,1,0.49214659685863876,0.5078534031413613,0.0,0.031413612565445025,0.6910994764397905,0.020942408376963352,0.2513089005235602,0.005235602094240838,0.0,0.5759162303664922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Charter Foundation  Inc.,0400131,Yuma County,04027,1-Yes,5-Title I schoolwide school,0403,No,1-Primary,228,86,126,102,5,2,159,4,54,0,4,040013103274,Amerischools Academy North,6355,"The Charter Foundation, Inc.",54.0,2017,1,0.5526315789473685,0.4473684210526316,0.021929824561403508,0.008771929824561403,0.6973684210526315,0.017543859649122806,0.23684210526315788,0.0,0.017543859649122806,0.37719298245614036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,3-High,1254,,653,601,44,48,782,134,220,4,22,040068000032,Amphitheater High School,4406,Amphitheater Unified District,21.5,2017,0,0.5207336523125997,0.47926634768740034,0.03508771929824561,0.03827751196172249,0.6236044657097288,0.10685805422647528,0.17543859649122806,0.003189792663476874,0.017543859649122806,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,2-Middle,713,3,377,336,33,22,440,94,107,4,13,040068000020,Amphitheater Middle School,4406,Amphitheater Unified District,18.5,2017,0,0.5287517531556802,0.47124824684431976,0.04628330995792426,0.030855539971949508,0.6171107994389902,0.13183730715287517,0.15007012622720897,0.005610098176718092,0.0182328190743338,0.004207573632538569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,114,111,93,21,5,0,53,48,6,0,2,040708000600,Amy L. Houston Academy,4279,Roosevelt Elementary District,2.0,2017,0,0.8157894736842105,0.18421052631578946,0.043859649122807015,0.0,0.4649122807017544,0.42105263157894735,0.05263157894736842,0.0,0.017543859649122806,0.9736842105263158,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,1-Primary,499,71,231,268,8,29,54,12,387,1,8,040757001327,Anasazi Elementary,4240,Scottsdale Unified District,76.5,2017,0,0.46292585170340683,0.5370741482965932,0.01603206412825651,0.05811623246492986,0.10821643286573146,0.02404809619238477,0.7755511022044088,0.002004008016032064,0.01603206412825651,0.14228456913827656,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vail Unified District,0408850,Pima County,04019,2-No,6-Not a Title I school,0402,Yes participating without using any Provision or the CEO,3-High,752,197,380,372,7,11,211,39,461,0,23,040885003272,Andrada Polytechnic High School,4413,Vail Unified District,46.5,2017,0,0.5053191489361702,0.4946808510638298,0.009308510638297872,0.014627659574468085,0.28058510638297873,0.05186170212765957,0.613031914893617,0.0,0.030585106382978722,0.261968085106383,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,353,211,199,154,4,5,141,16,150,7,30,040880000850,Anna Henry Elementary School,4403,Tucson Unified District,36.0,2017,0,0.5637393767705382,0.43626062322946174,0.0113314447592068,0.014164305949008499,0.39943342776203966,0.0453257790368272,0.42492917847025496,0.019830028328611898,0.08498583569405099,0.5977337110481586,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,330,284,182,148,162,0,145,5,10,0,8,040880000858,Anna Lawrence Intermediate School,4403,Tucson Unified District,11.0,2017,0,0.5515151515151515,0.4484848484848485,0.4909090909090909,0.0,0.4393939393939394,0.015151515151515152,0.030303030303030304,0.0,0.024242424242424242,0.8606060606060606,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0405,Yes participating without using any Provision or the CEO,1-Primary,825,149,411,414,24,80,142,31,508,4,36,040187001532,Anna Marie Jacobson  Elementary School,4242,Chandler Unified District #80,68.0,2017,0,0.49818181818181817,0.5018181818181818,0.02909090909090909,0.09696969696969697,0.17212121212121212,0.037575757575757575,0.6157575757575757,0.0048484848484848485,0.04363636363636364,0.1806060606060606,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,547,322,287,260,10,11,234,29,215,0,48,040880000819,Annie Kellond Elementary School,4403,Tucson Unified District,53.5,2017,0,0.5246800731261426,0.4753199268738574,0.018281535648994516,0.02010968921389397,0.42778793418647165,0.05301645338208409,0.3930530164533821,0.0,0.08775137111517367,0.5886654478976234,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Antelope Union High School District,0400720,Yuma County,04027,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,3-High,231,89,120,111,1,1,183,0,45,1,0,040072000034,Antelope Union High School,4506,Antelope Union High School District,15.0,2017,0,0.5194805194805194,0.4805194805194805,0.004329004329004329,0.004329004329004329,0.7922077922077922,0.0,0.19480519480519481,0.004329004329004329,0.0,0.3852813852813853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Florence Unified School District,0402920,Pinal County,04021,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,4-Other,778,469,393,385,14,11,223,81,414,4,31,040292002637,Anthem Elementary School,4437,Florence Unified School District,26.5,2017,0,0.5051413881748072,0.4948586118251928,0.017994858611825194,0.014138817480719794,0.2866323907455013,0.10411311053984576,0.532133676092545,0.005141388174807198,0.03984575835475578,0.602827763496144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,1-Primary,724,129,379,345,8,13,65,13,605,3,17,040775001874,Anthem School,4246,Deer Valley Unified District,65.5,2017,0,0.5234806629834254,0.47651933701657456,0.011049723756906077,0.017955801104972375,0.08977900552486189,0.017955801104972375,0.835635359116022,0.004143646408839779,0.023480662983425413,0.1781767955801105,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sahuarita Unified District,0407300,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,1-Primary,1386,419,746,640,7,17,720,42,562,6,32,040730002818,Anza Trail,4411,Sahuarita Unified District,48.5,2017,0,0.5382395382395382,0.46176046176046176,0.005050505050505051,0.012265512265512266,0.5194805194805194,0.030303030303030304,0.4054834054834055,0.004329004329004329,0.023088023088023088,0.3023088023088023,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,1-Primary,703,233,390,313,6,29,150,24,473,0,21,040625001501,Apache Elementary School,4237,Peoria Unified School District,60.5,2017,0,0.5547652916073968,0.44523470839260315,0.008534850640113799,0.041251778093883355,0.21337126600284495,0.034139402560455195,0.6728307254623044,0.0,0.029871977240398292,0.3314366998577525,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Apache Junction Unified District,0400790,Pinal County,04021,2-No,6-Not a Title I school,0404,Yes participating without using any Provision or the CEO,3-High,1110,684,610,500,15,11,327,7,731,2,17,040079000043,Apache Junction High School,4443,Apache Junction Unified District,21.5,2017,0,0.5495495495495496,0.45045045045045046,0.013513513513513514,0.00990990990990991,0.2945945945945946,0.006306306306306306,0.6585585585585586,0.0018018018018018018,0.015315315315315315,0.6162162162162163,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Glendale Union High School District,0403450,Maricopa County,04013,2-No,6-Not a Title I school,0408,Yes participating without using any Provision or the CEO,3-High,2024,,966,1058,39,59,1337,185,391,6,7,040345000275,Apollo High School,4285,Glendale Union High School District,42.0,2017,0,0.4772727272727273,0.5227272727272727,0.019268774703557312,0.0291501976284585,0.6605731225296443,0.09140316205533597,0.19318181818181818,0.0029644268774703555,0.003458498023715415,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,2-Middle,592,528,297,295,21,0,547,8,13,1,2,040817000706,Apollo Middle School,4407,Sunnyside Unified District,15.0,2017,0,0.5016891891891891,0.4983108108108108,0.03547297297297297,0.0,0.9239864864864865,0.013513513513513514,0.02195945945945946,0.0016891891891891893,0.0033783783783783786,0.8918918918918919,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Yes participating without using any Provision or the CEO,3-High,1705,629,849,856,29,47,601,87,918,8,15,040757000640,Arcadia High School,4240,Scottsdale Unified District,34.0,2017,0,0.4979472140762463,0.5020527859237537,0.017008797653958945,0.02756598240469208,0.35249266862170087,0.05102639296187683,0.5384164222873901,0.00469208211143695,0.008797653958944282,0.3689149560117302,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arizona Agribusiness & Equine Center  Inc.,0400828,Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0403,No,3-High,480,192,191,289,4,27,183,35,221,0,10,040082803199,Arizona Agribusiness & Equine Center - Estrella,90779,"Arizona Agribusiness & Equine Center, Inc.",66.0,2017,1,0.39791666666666664,0.6020833333333333,0.008333333333333333,0.05625,0.38125,0.07291666666666667,0.46041666666666664,0.0,0.020833333333333332,0.4,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arizona Agribusiness & Equine Center  Inc.,0400838,Yavapai County,04025,1-Yes,6-Not a Title I school,0404,No,3-High,210,84,67,143,0,2,14,2,190,0,2,040083803243,"Arizona Agribusiness & Equine Center, Inc. - Prescott Valley",91131,"Arizona Agribusiness & Equine Center, Inc.",42.0,2017,1,0.319047619047619,0.680952380952381,0.0,0.009523809523809525,0.06666666666666667,0.009523809523809525,0.9047619047619048,0.0,0.009523809523809525,0.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Arizona Agribusiness & Equine Center  Inc.,0400426,Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0405,No,3-High,170,54,63,107,2,2,23,3,137,2,1,040042602528,"Arizona Agribusiness & Equine Center, Inc. - Red Mountain",87403,"Arizona Agribusiness & Equine Center, Inc.",51.5,2017,1,0.37058823529411766,0.6294117647058823,0.011764705882352941,0.011764705882352941,0.13529411764705881,0.01764705882352941,0.8058823529411765,0.011764705882352941,0.0058823529411764705,0.3176470588235294,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Arizona Autism Charter Schools  Inc.,0400913,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0409,No,1-Primary,98,77,92,6,4,6,54,6,24,1,3,040091303455,Arizona Autism Charter School,91958,"Arizona Autism Charter Schools, Inc.",28.0,2017,1,0.9387755102040817,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.5510204081632653,0.061224489795918366,0.24489795918367346,0.01020408163265306,0.030612244897959183,0.7857142857142857,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arizona Autism Charter Schools  Inc.,0400913,Maricopa County,04013,1-Yes,,0409,No,2-Middle,53,36,44,9,1,4,21,3,22,0,2,040091303512,"Arizona Autism Charter School, Upper School Campus",91958,"Arizona Autism Charter Schools, Inc.",14.0,2017,1,0.8301886792452831,0.16981132075471697,0.018867924528301886,0.07547169811320754,0.39622641509433965,0.05660377358490566,0.41509433962264153,0.0,0.03773584905660377,0.6792452830188679,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Success School,0400326,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,4-Other,843,614,418,425,9,10,534,106,160,1,23,040032602162,Arizona Charter Academy,79453,Success School,45.5,2017,1,0.4958481613285884,0.5041518386714117,0.010676156583629894,0.011862396204033215,0.6334519572953736,0.1257413997627521,0.18979833926453143,0.0011862396204033216,0.027283511269276393,0.7283511269276394,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Toltec School District,0408550,Pinal County,04021,2-No,6-Not a Title I school,0401,Yes under Community Eligibility Option (CEO),1-Primary,590,579,312,278,29,4,326,20,196,2,13,040855003405,Arizona City Elementary School,4450,Toltec School District,18.5,2017,0,0.5288135593220339,0.4711864406779661,0.04915254237288136,0.006779661016949152,0.5525423728813559,0.03389830508474576,0.33220338983050846,0.003389830508474576,0.022033898305084745,0.9813559322033898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pima Prevention Partnership,0400821,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Provision 2,3-High,179,176,89,90,0,0,163,9,5,0,2,040082103226,Arizona Collegiate High School,90536,Pima Prevention Partnership,4.0,2017,1,0.4972067039106145,0.5027932960893855,0.0,0.0,0.9106145251396648,0.05027932960893855,0.027932960893854747,0.0,0.0111731843575419,0.9832402234636871,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arizona Connections Academy Charter School  Inc.,0400427,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0405,No,4-Other,2131,953,984,1147,54,24,496,109,1306,4,138,040042703160,Arizona Connections Academy,87407,"Arizona Connections Academy Charter School, Inc.",35.0,2017,1,0.4617550445800094,0.5382449554199906,0.025340215861098078,0.011262318160488035,0.2327545753167527,0.05114969497888315,0.6128578132332239,0.0018770530267480056,0.0647583294228062,0.44720788362271235,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Edkey  Inc. - Arizona Conservatory for Arts and Academics,0400653,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,3-High,216,94,77,139,2,5,43,17,141,0,8,040065303069,Arizona Conservatory for Arts and Academics,79981,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",57.0,2017,1,0.35648148148148145,0.6435185185185185,0.009259259259259259,0.023148148148148147,0.19907407407407407,0.0787037037037037,0.6527777777777778,0.0,0.037037037037037035,0.4351851851851852,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Edkey  Inc. - Arizona Conservatory for Arts and Academics,0400653,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,2-Middle,199,130,72,127,1,1,46,13,123,3,12,040065303004,Arizona Conservatory for Arts and Academics Middle School,79981,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",46.0,2017,1,0.36180904522613067,0.6381909547738693,0.005025125628140704,0.005025125628140704,0.23115577889447236,0.06532663316582915,0.6180904522613065,0.01507537688442211,0.06030150753768844,0.6532663316582915,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tolleson Elementary District,0408490,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,532,490,263,269,7,2,438,53,22,0,10,040849001705,Arizona Desert Elementary School,4264,Tolleson Elementary District,33.0,2017,0,0.4943609022556391,0.5056390977443609,0.013157894736842105,0.0037593984962406013,0.8233082706766918,0.09962406015037593,0.041353383458646614,0.0,0.018796992481203006,0.9210526315789473,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
