County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),School Level,Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,District Entity ID,School Name,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Pima County,04019,2-No,4-Title I schoolwide eligible school-No program,0403,Yes under Community Eligibility Option (CEO),Baboquivari Unified School District #40 (4412),0403950,37,High,22,19,18,37,0,0,0,0,0,0,040395003222,4412,Alternative High School (Indian Oasis High School),Baboquivari Unified School District #40,,2019,0,0.5135135135135135,0.4864864864864865,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5945945945945946,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pima County,04019,2-No,4-Title I schoolwide eligible school-No program,0403,Yes under Community Eligibility Option (CEO),Baboquivari Unified School District #40 (4412),0403950,16,Middle,8,11,5,14,0,1,0,0,0,1,040395003210,4412,Alternative Middle School (Indian Oasis Middle School),Baboquivari Unified School District #40,,2019,0,0.6875,0.3125,0.875,0.0,0.0625,0.0,0.0,0.0,0.0625,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,Pendergast Elementary District (4283),0406210,652,Elementary,455,350,302,3,7,561,44,29,1,7,040621002570,4283,Amberlea Elementary School,Pendergast Elementary District,24.5,2019,0,0.5368098159509203,0.46319018404907975,0.004601226993865031,0.010736196319018405,0.8604294478527608,0.06748466257668712,0.04447852760736196,0.0015337423312883436,0.010736196319018405,0.6978527607361963,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0408,Yes participating without using any Provision or the CEO,Arizona Montessori Charter School at Anthem (85749),0400415,562,Other,61,286,276,4,5,72,15,437,1,28,040041502414,85749,AMCS at Anthem dba Caurus Academy,Arizona Montessori Charter School at Anthem,47.5,2019,1,0.5088967971530249,0.49110320284697506,0.0071174377224199285,0.008896797153024912,0.12811387900355872,0.026690391459074734,0.7775800711743772,0.0017793594306049821,0.0498220640569395,0.10854092526690391,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Yavapai County,04025,1-Yes,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,American Heritage Academy (6365),0400130,142,Elementary,,74,68,32,2,34,2,63,0,9,040013002569,6365,American Heritage Academy - Camp Verde,American Heritage Academy,17.0,2019,1,0.5211267605633803,0.4788732394366197,0.22535211267605634,0.014084507042253521,0.23943661971830985,0.014084507042253521,0.44366197183098594,0.0,0.06338028169014084,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Yavapai County,04025,1-Yes,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,American Heritage Academy (6365),0400130,282,Other,,132,150,4,7,93,3,167,1,7,040013001803,6365,American Heritage Academy - Cottonwood,American Heritage Academy,31.0,2019,1,0.46808510638297873,0.5319148936170213,0.014184397163120567,0.024822695035460994,0.32978723404255317,0.010638297872340425,0.5921985815602837,0.0035460992907801418,0.024822695035460994,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,The Charter Foundation Inc. (6355),0400131,199,Other,146,81,118,3,10,102,46,31,0,7,040013101781,6355,AmeriSchools Academy - Camelback,"The Charter Foundation, Inc.",44.0,2019,1,0.40703517587939697,0.592964824120603,0.01507537688442211,0.05025125628140704,0.5125628140703518,0.23115577889447236,0.15577889447236182,0.0,0.035175879396984924,0.7336683417085427,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pima County,04019,1-Yes,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,The Charter Foundation Inc. (6355),0400131,197,Other,160,97,100,8,1,115,11,60,0,2,040013102070,6355,AmeriSchools Academy - Country Club,"The Charter Foundation, Inc.",42.5,2019,1,0.49238578680203043,0.5076142131979695,0.04060913705583756,0.005076142131979695,0.583756345177665,0.05583756345177665,0.30456852791878175,0.0,0.01015228426395939,0.8121827411167513,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Yuma County,04027,1-Yes,5-Title I schoolwide school,0403,No,The Charter Foundation Inc. (6355),0400131,149,Elementary,,79,70,0,2,112,2,32,1,0,040013101960,6355,AmeriSchools Academy - Yuma,"The Charter Foundation, Inc.",40.0,2019,1,0.5302013422818792,0.4697986577181208,0.0,0.013422818791946308,0.7516778523489933,0.013422818791946308,0.21476510067114093,0.006711409395973154,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Yuma County,04027,1-Yes,5-Title I schoolwide school,0403,No,The Charter Foundation Inc. (6355),0400131,216,Elementary,,119,97,1,2,158,1,50,0,4,040013103274,6355,Amerischools Academy North,"The Charter Foundation, Inc.",57.0,2019,1,0.5509259259259259,0.44907407407407407,0.004629629629629629,0.009259259259259259,0.7314814814814815,0.004629629629629629,0.23148148148148148,0.0,0.018518518518518517,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,No,Amphitheater Unified District (4406),0400680,43,Other,,16,27,0,0,24,0,18,0,1,040068003330,4406,Amphi Academy Online,Amphitheater Unified District,,2019,0,0.37209302325581395,0.627906976744186,0.0,0.0,0.5581395348837209,0.0,0.4186046511627907,0.0,0.023255813953488372,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Amphitheater Unified District (4406),0400680,1293,High,1033,675,618,41,47,795,149,226,12,23,040068000032,4406,Amphitheater High School,Amphitheater Unified District,24.0,2019,0,0.5220417633410673,0.4779582366589327,0.0317092034029389,0.03634957463263728,0.6148491879350348,0.11523588553750967,0.17478731631863884,0.009280742459396751,0.017788089713843776,0.7989172467130704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Amphitheater Unified District (4406),0400680,780,Middle,693,409,371,33,17,483,95,129,2,21,040068000020,4406,Amphitheater Middle School,Amphitheater Unified District,19.0,2019,0,0.5243589743589744,0.4756410256410256,0.04230769230769231,0.021794871794871794,0.6192307692307693,0.12179487179487179,0.16538461538461538,0.002564102564102564,0.026923076923076925,0.8884615384615384,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,Scottsdale Unified District (4240),0407570,378,Elementary,60,189,189,13,33,42,8,279,1,2,040757001327,4240,Anasazi Elementary,Scottsdale Unified District,79.5,2019,0,0.5,0.5,0.03439153439153439,0.0873015873015873,0.1111111111111111,0.021164021164021163,0.7380952380952381,0.0026455026455026454,0.005291005291005291,0.15873015873015872,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,Vail Unified District (4413),0408850,950,High,237,489,461,6,16,287,47,558,3,33,040885003272,4413,Andrada Polytechnic High School,Vail Unified District,48.5,2019,0,0.5147368421052632,0.48526315789473684,0.00631578947368421,0.016842105263157894,0.3021052631578947,0.049473684210526316,0.5873684210526315,0.003157894736842105,0.034736842105263156,0.24947368421052632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Tucson Unified District (4403),0408800,349,Elementary,222,201,148,3,5,154,27,131,9,20,040880000850,4403,Anna Henry Elementary School,Tucson Unified District,37.0,2019,0,0.5759312320916905,0.42406876790830944,0.008595988538681949,0.014326647564469915,0.44126074498567336,0.07736389684813753,0.3753581661891118,0.025787965616045846,0.05730659025787966,0.6361031518624641,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,Tucson Unified District (4403),0408800,303,Middle,248,161,142,150,1,137,1,8,1,5,040880000858,4403,Anna Lawrence Intermediate School,Tucson Unified District,10.0,2019,0,0.5313531353135313,0.46864686468646866,0.49504950495049505,0.0033003300330033004,0.4521452145214521,0.0033003300330033004,0.026402640264026403,0.0033003300330033004,0.0165016501650165,0.8184818481848185,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,Chandler Unified District #80 (4242),0401870,909,Elementary,126,466,443,21,104,183,39,499,6,57,040187001532,4242,Anna Marie Jacobson  Elementary School,Chandler Unified District #80,61.0,2019,0,0.5126512651265126,0.48734873487348734,0.0231023102310231,0.11441144114411442,0.20132013201320131,0.0429042904290429,0.5489548954895489,0.006600660066006601,0.0627062706270627,0.13861386138613863,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Tucson Unified District (4403),0408800,476,Elementary,246,246,230,3,6,231,31,167,1,37,040880000819,4403,Annie Kellond Elementary School,Tucson Unified District,56.0,2019,0,0.5168067226890757,0.4831932773109244,0.0063025210084033615,0.012605042016806723,0.4852941176470588,0.06512605042016807,0.35084033613445376,0.0021008403361344537,0.07773109243697479,0.5168067226890757,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Yuma County,04027,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Antelope Union High School District (4506),0400720,217,High,175,111,106,0,1,161,0,52,3,0,040072000034,4506,Antelope Union High School,Antelope Union High School District,16.5,2019,0,0.511520737327189,0.48847926267281105,0.0,0.004608294930875576,0.7419354838709677,0.0,0.23963133640552994,0.013824884792626729,0.0,0.8064516129032258,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Pinal County,04021,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Florence Unified School District (4437),0402920,874,Other,489,472,402,22,11,289,63,452,7,30,040292002637,4437,Anthem Elementary School,Florence Unified School District,31.5,2019,0,0.540045766590389,0.459954233409611,0.02517162471395881,0.012585812356979404,0.3306636155606407,0.07208237986270023,0.517162471395881,0.008009153318077803,0.034324942791762014,0.5594965675057209,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,Deer Valley Unified District (4246),0407750,592,Elementary,123,304,288,4,10,73,21,464,2,18,040775001874,4246,Anthem School,Deer Valley Unified District,65.0,2019,0,0.5135135135135135,0.4864864864864865,0.006756756756756757,0.016891891891891893,0.12331081081081081,0.03547297297297297,0.7837837837837838,0.0033783783783783786,0.030405405405405407,0.20777027027027026,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,Sahuarita Unified District (4411),0407300,1303,Elementary,494,682,621,9,14,690,31,518,0,41,040730002818,4411,Anza Trail,Sahuarita Unified District,56.0,2019,0,0.523407521105142,0.476592478894858,0.006907137375287797,0.010744435917114352,0.5295471987720645,0.023791250959324637,0.397544128933231,0.0,0.031465848042977744,0.3791250959324635,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,Peoria Unified School District (4237),0406250,693,Elementary,242,377,316,11,26,155,24,440,0,37,040625001501,4237,Apache Elementary School,Peoria Unified School District,65.5,2019,0,0.5440115440115441,0.455988455988456,0.015873015873015872,0.03751803751803752,0.22366522366522368,0.03463203463203463,0.6349206349206349,0.0,0.05339105339105339,0.3492063492063492,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cochise County,04003,2-No,6-Not a Title I school,0402,No,Apache Elementary District (4178),0400750,5,Elementary,,4,1,0,0,0,0,5,0,0,040075000039,4178,Apache Elementary School,Apache Elementary District,65.5,2019,0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Pinal County,04021,2-No,1-Title I targeted assistance eligible school-No program,0404,Yes participating without using any Provision or the CEO,Apache Junction Unified District (4443),0400790,965,High,433,528,437,11,11,289,12,614,1,27,040079000043,4443,Apache Junction High School,Apache Junction Unified District,18.0,2019,0,0.5471502590673575,0.45284974093264246,0.011398963730569948,0.011398963730569948,0.2994818652849741,0.012435233160621761,0.6362694300518135,0.0010362694300518134,0.027979274611398965,0.44870466321243524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Pinal County,04021,1-Yes,5-Title I schoolwide school,0404,Yes under Community Eligibility Option (CEO),American Charter Schools Foundation d.b.a. Apache  (79883),0400357,185,High,112,102,83,5,0,66,3,107,0,4,040035701732,79883,Apache Trail High School,American Charter Schools Foundation d.b.a. Apache Trail High School,,2019,1,0.5513513513513514,0.4486486486486487,0.02702702702702703,0.0,0.3567567567567568,0.016216216216216217,0.5783783783783784,0.0,0.021621621621621623,0.6054054054054054,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,Glendale Union High School District (4285),0403450,1978,High,1067,985,993,40,69,1346,161,347,3,12,040345000275,4285,Apollo High School,Glendale Union High School District,43.5,2019,0,0.49797775530839233,0.5020222446916077,0.020222446916076844,0.03488372093023256,0.6804853387259858,0.08139534883720931,0.17542972699696663,0.0015166835187057635,0.006066734074823054,0.5394337714863499,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,Sunnyside Unified District (4407),0408170,635,Middle,552,325,310,19,4,588,12,10,0,2,040817000706,4407,Apollo Middle School,Sunnyside Unified District,15.5,2019,0,0.5118110236220472,0.4881889763779528,0.029921259842519685,0.006299212598425197,0.925984251968504,0.01889763779527559,0.015748031496062992,0.0,0.0031496062992125984,0.8692913385826772,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Yes participating without using any Provision or the CEO,Scottsdale Unified District (4240),0407570,1675,High,519,840,835,45,42,598,80,886,6,18,040757000640,4240,Arcadia High School,Scottsdale Unified District,38.5,2019,0,0.5014925373134328,0.49850746268656715,0.026865671641791045,0.02507462686567164,0.35701492537313434,0.04776119402985075,0.528955223880597,0.003582089552238806,0.010746268656716417,0.3098507462686567,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0403,No,Arizona Agribusiness & Equine Center Inc. (90779),0400828,466,High,,177,289,0,23,213,42,167,0,21,040082803199,90779,Arizona Agribusiness & Equine Center - Estrella,"Arizona Agribusiness & Equine Center, Inc.",64.5,2019,1,0.3798283261802575,0.6201716738197425,0.0,0.04935622317596566,0.4570815450643777,0.09012875536480687,0.3583690987124464,0.0,0.045064377682403435,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0409,No,Arizona Agribusiness & Equine Center INC. (134379),0400969,82,High,,24,58,3,0,17,10,50,1,1,040096903543,134379,"Arizona Agribusiness & Equine Center, Inc. - Mesa",Arizona Agribusiness & Equine Center INC.,41.0,2019,1,0.2926829268292683,0.7073170731707317,0.036585365853658534,0.0,0.2073170731707317,0.12195121951219512,0.6097560975609756,0.012195121951219513,0.012195121951219513,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yavapai County,04025,1-Yes,5-Title I schoolwide school,0404,No,Arizona Agribusiness & Equine Center Inc. (91131),0400838,282,High,,93,189,2,1,41,0,235,1,2,040083803243,91131,"Arizona Agribusiness & Equine Center, Inc. - Prescott Valley","Arizona Agribusiness & Equine Center, Inc.",54.0,2019,1,0.32978723404255317,0.6702127659574468,0.0070921985815602835,0.0035460992907801418,0.1453900709219858,0.0,0.8333333333333334,0.0035460992907801418,0.0070921985815602835,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0405,No,Arizona Agribusiness & Equine Center Inc. (87403),0400426,126,High,,44,82,1,3,19,6,95,1,1,040042602528,87403,"Arizona Agribusiness & Equine Center, Inc. - Red Mountain","Arizona Agribusiness & Equine Center, Inc.",57.0,2019,1,0.3492063492063492,0.6507936507936508,0.007936507936507936,0.023809523809523808,0.15079365079365079,0.047619047619047616,0.753968253968254,0.007936507936507936,0.007936507936507936,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0409,No,Arizona Autism Charter Schools Inc. (91958),0400913,107,Elementary,,90,17,3,5,58,3,30,2,6,040091303455,91958,Arizona Autism Charter School,"Arizona Autism Charter Schools, Inc.",,2019,1,0.8411214953271028,0.1588785046728972,0.028037383177570093,0.04672897196261682,0.5420560747663551,0.028037383177570093,0.2803738317757009,0.018691588785046728,0.056074766355140186,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,1-Yes,1-Title I targeted assistance eligible school-No program,0409,No,Arizona Autism Charter Schools Inc. (91958),0400913,84,High,,70,14,3,5,43,4,26,1,2,040091303512,91958,"Arizona Autism Charter School, Upper School Campus","Arizona Autism Charter Schools, Inc.",,2019,1,0.8333333333333334,0.16666666666666666,0.03571428571428571,0.05952380952380952,0.5119047619047619,0.047619047619047616,0.30952380952380953,0.011904761904761904,0.023809523809523808,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,Success School (79453),0400326,881,Elementary,633,448,433,4,7,578,93,171,3,25,040032602162,79453,Arizona Charter Academy,Success School,49.0,2019,1,0.5085130533484676,0.49148694665153236,0.004540295119182747,0.007945516458569807,0.656072644721907,0.10556186152099886,0.19409761634506242,0.00340522133938706,0.028376844494892167,0.7185017026106697,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),Toltec School District (4450),0408550,662,Elementary,601,363,299,30,3,377,34,202,0,16,040855003405,4450,Arizona City Elementary School,Toltec School District,17.0,2019,0,0.5483383685800605,0.4516616314199396,0.045317220543806644,0.004531722054380665,0.5694864048338368,0.0513595166163142,0.30513595166163143,0.0,0.02416918429003021,0.9078549848942599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
