Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,National School Lunch Program,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Arizona Montessori Charter School at Anthem,0400415,Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0408,Elementary,394,50,188,206,4,4,52,16,296,0,22,Yes participating without using any Provision or the CEO,040041502414,AMCS at Anthem dba Caurus Academy,85749,Arizona Montessori Charter School at Anthem,60.5,2018,1,0.47715736040609136,0.5228426395939086,0.01015228426395939,0.01015228426395939,0.1319796954314721,0.04060913705583756,0.751269035532995,0.0,0.05583756345177665,0.12690355329949238,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
American Heritage Academy,0400130,Yavapai County,04025,1-Yes,5-Title I schoolwide school,0401,Elementary,164,,83,81,29,2,36,1,88,0,8,Yes participating without using any Provision or the CEO,040013002569,American Heritage Academy - Camp Verde,6365,American Heritage Academy,34.0,2018,1,0.5060975609756098,0.49390243902439024,0.17682926829268292,0.012195121951219513,0.21951219512195122,0.006097560975609756,0.5365853658536586,0.0,0.04878048780487805,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
American Heritage Academy,0400130,Yavapai County,04025,1-Yes,5-Title I schoolwide school,0404,Other,296,,146,150,5,5,85,4,192,0,5,Yes participating without using any Provision or the CEO,040013001803,American Heritage Academy - Cottonwood,6365,American Heritage Academy,29.0,2018,1,0.49324324324324326,0.5067567567567568,0.016891891891891893,0.016891891891891893,0.28716216216216217,0.013513513513513514,0.6486486486486487,0.0,0.016891891891891893,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
The Charter Foundation  Inc.,0400131,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Other,191,148,77,114,5,7,95,39,37,0,8,Yes participating without using any Provision or the CEO,040013101781,AmeriSchools Academy - Camelback,6355,"The Charter Foundation, Inc.",34.5,2018,1,0.4031413612565445,0.5968586387434555,0.02617801047120419,0.03664921465968586,0.4973821989528796,0.20418848167539266,0.193717277486911,0.0,0.041884816753926704,0.774869109947644,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Charter Foundation  Inc.,0400131,Pima County,04019,1-Yes,5-Title I schoolwide school,0402,Other,197,,92,105,7,2,115,14,53,1,5,No,040013102070,AmeriSchools Academy - Country Club,6355,"The Charter Foundation, Inc.",46.0,2018,1,0.467005076142132,0.5329949238578681,0.03553299492385787,0.01015228426395939,0.583756345177665,0.07106598984771574,0.26903553299492383,0.005076142131979695,0.025380710659898477,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
The Charter Foundation  Inc.,0400131,Yuma County,04027,1-Yes,5-Title I schoolwide school,0403,Elementary,162,,87,75,0,2,118,6,35,1,0,No,040013101960,AmeriSchools Academy - Yuma,6355,"The Charter Foundation, Inc.",34.5,2018,1,0.5370370370370371,0.46296296296296297,0.0,0.012345679012345678,0.7283950617283951,0.037037037037037035,0.21604938271604937,0.006172839506172839,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
The Charter Foundation  Inc.,0400131,Yuma County,04027,1-Yes,5-Title I schoolwide school,0403,Elementary,209,,111,98,1,1,149,1,53,1,3,No,040013103274,Amerischools Academy North,6355,"The Charter Foundation, Inc.",59.0,2018,1,0.5311004784688995,0.4688995215311005,0.004784688995215311,0.004784688995215311,0.7129186602870813,0.004784688995215311,0.2535885167464115,0.004784688995215311,0.014354066985645933,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Other,39,,13,26,1,0,16,0,21,0,1,No,040068003330,Amphi Academy Online,4406,Amphitheater Unified District,,2018,0,0.3333333333333333,0.6666666666666666,0.02564102564102564,0.0,0.41025641025641024,0.0,0.5384615384615384,0.0,0.02564102564102564,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,5-Title I schoolwide school,0402,High,1206,964,635,571,46,46,735,136,215,7,21,Yes participating without using any Provision or the CEO,040068000032,Amphitheater High School,4406,Amphitheater Unified District,19.5,2018,0,0.5265339966832504,0.4734660033167496,0.03814262023217247,0.03814262023217247,0.6094527363184079,0.11276948590381426,0.17827529021558872,0.005804311774461028,0.017412935323383085,0.7993366500829188,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,5-Title I schoolwide school,0402,Middle,768,690,395,373,34,22,468,96,123,6,19,Yes participating without using any Provision or the CEO,040068000020,Amphitheater Middle School,4406,Amphitheater Unified District,20.5,2018,0,0.5143229166666666,0.4856770833333333,0.044270833333333336,0.028645833333333332,0.609375,0.125,0.16015625,0.0078125,0.024739583333333332,0.8984375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,98,84,82,16,2,0,51,36,7,0,2,Yes under Provision 2,040708000600,Amy L. Houston Academy,4279,Roosevelt Elementary District,2.0,2018,0,0.8367346938775511,0.16326530612244897,0.02040816326530612,0.0,0.5204081632653061,0.3673469387755102,0.07142857142857142,0.0,0.02040816326530612,0.8571428571428571,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,6-Not a Title I school,0406,Elementary,475,47,232,243,16,41,44,16,352,1,5,Yes participating without using any Provision or the CEO,040757001327,Anasazi Elementary,4240,Scottsdale Unified District,84.0,2018,0,0.4884210526315789,0.511578947368421,0.03368421052631579,0.0863157894736842,0.09263157894736843,0.03368421052631579,0.7410526315789474,0.002105263157894737,0.010526315789473684,0.09894736842105263,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Vail Unified School District,0408850,Pima County,04019,2-No,6-Not a Title I school,0402,High,782,202,387,395,6,16,206,43,484,2,25,Yes participating without using any Provision or the CEO,040885003272,Andrada Polytechnic High School,4413,Vail Unified School District,49.0,2018,0,0.4948849104859335,0.5051150895140665,0.0076726342710997444,0.020460358056265986,0.26342710997442453,0.054987212276214836,0.618925831202046,0.0025575447570332483,0.0319693094629156,0.25831202046035806,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,387,235,220,167,2,8,145,29,173,6,24,Yes participating without using any Provision or the CEO,040880000850,Anna Henry Elementary School,4403,Tucson Unified District,41.5,2018,0,0.5684754521963824,0.4315245478036176,0.00516795865633075,0.020671834625323,0.37467700258397935,0.07493540051679587,0.4470284237726098,0.015503875968992248,0.06201550387596899,0.6072351421188631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0403,Middle,323,287,177,146,164,1,138,3,11,0,6,Yes participating without using any Provision or the CEO,040880000858,Anna Lawrence Intermediate School,4403,Tucson Unified District,10.5,2018,0,0.5479876160990712,0.4520123839009288,0.5077399380804953,0.0030959752321981426,0.42724458204334365,0.009287925696594427,0.034055727554179564,0.0,0.018575851393188854,0.8885448916408669,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0405,Elementary,878,131,450,428,23,89,162,43,516,4,41,Yes participating without using any Provision or the CEO,040187001532,Anna Marie Jacobson  Elementary School,4242,Chandler Unified District #80,63.5,2018,0,0.5125284738041003,0.4874715261958998,0.02619589977220957,0.10136674259681093,0.1845102505694761,0.0489749430523918,0.5876993166287016,0.004555808656036446,0.04669703872437358,0.1492027334851936,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,518,295,271,247,4,8,254,35,173,0,44,Yes participating without using any Provision or the CEO,040880000819,Annie Kellond Elementary School,4403,Tucson Unified District,51.5,2018,0,0.5231660231660231,0.4768339768339768,0.007722007722007722,0.015444015444015444,0.49034749034749037,0.06756756756756757,0.333976833976834,0.0,0.08494208494208494,0.5694980694980695,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Antelope Union High School District,0400720,Yuma County,04027,2-No,5-Title I schoolwide school,0404,High,195,161,97,98,1,0,144,0,50,0,0,Yes participating without using any Provision or the CEO,040072000034,Antelope Union High School,4506,Antelope Union High School District,17.0,2018,0,0.49743589743589745,0.5025641025641026,0.005128205128205128,0.0,0.7384615384615385,0.0,0.2564102564102564,0.0,0.0,0.8256410256410256,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Florence Unified School District,0402920,Pinal County,04021,2-No,5-Title I schoolwide school,0404,Other,818,474,428,390,16,11,258,80,412,11,30,Yes participating without using any Provision or the CEO,040292002637,Anthem Elementary School,4437,Florence Unified School District,28.5,2018,0,0.5232273838630807,0.4767726161369193,0.019559902200488997,0.013447432762836185,0.3154034229828851,0.097799511002445,0.5036674816625917,0.013447432762836185,0.03667481662591687,0.5794621026894865,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Elementary,623,130,329,294,5,9,70,15,504,3,17,Yes participating without using any Provision or the CEO,040775001874,Anthem School,4246,Deer Valley Unified District,68.5,2018,0,0.5280898876404494,0.47191011235955055,0.008025682182985553,0.014446227929373997,0.11235955056179775,0.024077046548956663,0.8089887640449438,0.004815409309791332,0.027287319422150885,0.2086677367576244,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sahuarita Unified District,0407300,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Elementary,1357,528,737,620,6,17,723,38,536,4,33,Yes participating without using any Provision or the CEO,040730002818,Anza Trail,4411,Sahuarita Unified District,52.5,2018,0,0.5431098010316876,0.45689019896831246,0.004421518054532056,0.012527634487840826,0.5327929255711128,0.02800294767870302,0.3949889462048637,0.0029476787030213707,0.02431834929992631,0.38909358879882094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Apache Elementary District,0400750,Cochise County,04003,2-No,6-Not a Title I school,0402,Elementary,8,,6,2,0,0,2,0,6,0,0,No,040075000039,Apache Elementary School,4178,Apache Elementary District,64.5,2018,0,0.75,0.25,0.0,0.0,0.25,0.0,0.75,0.0,0.0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,6-Not a Title I school,0408,Elementary,709,240,393,316,7,29,162,26,455,0,30,Yes participating without using any Provision or the CEO,040625001501,Apache Elementary School,4237,Peoria Unified School District,64.5,2018,0,0.5543018335684062,0.44569816643159377,0.009873060648801129,0.04090267983074753,0.22849083215796898,0.036671368124118475,0.6417489421720733,0.0,0.04231311706629055,0.3385049365303244,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Apache Junction Unified District,0400790,Pinal County,04021,2-No,,0404,High,,282,,,,,,,,,,Yes participating without using any Provision or the CEO,040079000043,Apache Junction High School,4443,Apache Junction Unified District,20.5,2018,0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Glendale Union High School District,0403450,Maricopa County,04013,2-No,6-Not a Title I school,0408,High,1960,1096,936,1024,41,61,1307,173,367,5,6,Yes participating without using any Provision or the CEO,040345000275,Apollo High School,4285,Glendale Union High School District,44.5,2018,0,0.4775510204081633,0.5224489795918368,0.020918367346938777,0.031122448979591835,0.6668367346938775,0.08826530612244898,0.18724489795918367,0.002551020408163265,0.003061224489795918,0.5591836734693878,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sunnyside Unified District,0408170,Pima County,04019,2-No,5-Title I schoolwide school,0403,Middle,613,508,302,311,18,1,560,13,14,1,6,Yes participating without using any Provision or the CEO,040817000706,Apollo Middle School,4407,Sunnyside Unified District,13.0,2018,0,0.4926590538336052,0.5073409461663948,0.02936378466557912,0.0016313213703099511,0.9135399673735726,0.021207177814029365,0.022838499184339316,0.0016313213703099511,0.009787928221859706,0.8287112561174551,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,6-Not a Title I school,0409,High,1687,488,845,842,36,34,587,88,918,7,17,Yes participating without using any Provision or the CEO,040757000640,Arcadia High School,4240,Scottsdale Unified District,40.0,2018,0,0.5008891523414345,0.4991108476585655,0.02133965619442798,0.02015411973918198,0.34795494961470064,0.05216360403082395,0.5441612329579134,0.004149377593360996,0.01007705986959099,0.28927089508002374,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arizona Agribusiness & Equine Center Inc. 4,0400828,Maricopa County,04013,1-Yes,6-Not a Title I school,0403,High,400,,163,237,1,23,162,28,174,1,11,No,040082803199,Arizona Agribusiness & Equine Center - Estrella,90779,"Arizona Agribusiness & Equine Center, Inc.",65.5,2018,1,0.4075,0.5925,0.0025,0.0575,0.405,0.07,0.435,0.0025,0.0275,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Arizona Agribusiness & Equine Center Inc. 6,0400969,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,Other,41,,13,28,1,0,10,4,25,1,0,No,040096903543,"Arizona Agribusiness & Equine Center, Inc. - Mesa",134379,Arizona Agribusiness & Equine Center INC.,46.5,2018,1,0.3170731707317073,0.6829268292682927,0.024390243902439025,0.0,0.24390243902439024,0.0975609756097561,0.6097560975609756,0.024390243902439025,0.0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arizona Agribusiness & Equine Center Inc. 5,0400838,Yavapai County,04025,1-Yes,6-Not a Title I school,0404,High,236,,78,158,0,2,26,2,203,0,3,No,040083803243,"Arizona Agribusiness & Equine Center, Inc. - Prescott Valley",91131,"Arizona Agribusiness & Equine Center, Inc.",54.5,2018,1,0.3305084745762712,0.6694915254237288,0.0,0.00847457627118644,0.11016949152542373,0.00847457627118644,0.8601694915254238,0.0,0.012711864406779662,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Arizona Agribusiness & Equine Center Inc. 3,0400426,Maricopa County,04013,1-Yes,6-Not a Title I school,0405,High,144,,55,89,1,3,19,4,114,1,2,No,040042602528,"Arizona Agribusiness & Equine Center, Inc. - Red Mountain",87403,"Arizona Agribusiness & Equine Center, Inc.",56.0,2018,1,0.3819444444444444,0.6180555555555556,0.006944444444444444,0.020833333333333332,0.13194444444444445,0.027777777777777776,0.7916666666666666,0.006944444444444444,0.013888888888888888,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Arizona Autism Charter Schools  Inc.,0400913,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0409,Elementary,106,,93,13,2,8,55,7,30,2,2,No,040091303455,Arizona Autism Charter School,91958,"Arizona Autism Charter Schools, Inc.",6.0,2018,1,0.8773584905660378,0.12264150943396226,0.018867924528301886,0.07547169811320754,0.5188679245283019,0.0660377358490566,0.2830188679245283,0.018867924528301886,0.018867924528301886,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Arizona Autism Charter Schools  Inc.,0400913,Maricopa County,04013,1-Yes,,0409,Middle,71,,61,10,3,4,35,3,21,1,4,No,040091303512,"Arizona Autism Charter School, Upper School Campus",91958,"Arizona Autism Charter Schools, Inc.",10.0,2018,1,0.8591549295774648,0.14084507042253522,0.04225352112676056,0.056338028169014086,0.49295774647887325,0.04225352112676056,0.29577464788732394,0.014084507042253521,0.056338028169014086,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Success School,0400326,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Elementary,749,523,389,360,3,3,492,92,143,1,15,Yes participating without using any Provision or the CEO,040032602162,Arizona Charter Academy,79453,Success School,46.0,2018,1,0.5193591455273698,0.48064085447263016,0.004005340453938585,0.004005340453938585,0.6568758344459279,0.12283044058744993,0.1909212283044059,0.0013351134846461949,0.020026702269692925,0.69826435246996,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Toltec School District,0408550,Pinal County,04021,2-No,6-Not a Title I school,0401,Elementary,591,537,302,289,27,2,330,23,199,0,10,Yes under Community Eligibility Option (CEO),040855003405,Arizona City Elementary School,4450,Toltec School District,21.5,2018,0,0.5109983079526227,0.4890016920473773,0.04568527918781726,0.00338409475465313,0.5583756345177665,0.038917089678511,0.33671742808798644,0.0,0.01692047377326565,0.9086294416243654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pima Prevention Partnership,0400821,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,High,162,156,77,85,2,0,139,12,8,0,1,Yes under Provision 2,040082103226,Arizona Collegiate High School,90536,Pima Prevention Partnership,5.5,2018,1,0.47530864197530864,0.5246913580246914,0.012345679012345678,0.0,0.8580246913580247,0.07407407407407407,0.04938271604938271,0.0,0.006172839506172839,0.9629629629629629,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Arizona Connections Academy Charter School  Inc.,0400427,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0405,Other,2196,,1042,1154,49,31,558,133,1227,5,193,No,040042703160,Arizona Connections Academy,87407,"Arizona Connections Academy Charter School, Inc.",33.5,2018,1,0.4744990892531876,0.5255009107468124,0.022313296903460837,0.014116575591985429,0.2540983606557377,0.06056466302367942,0.5587431693989071,0.002276867030965392,0.08788706739526411,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Edkey  Inc. - Arizona Conservatory for Arts and Academics,0400653,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,High,180,,59,121,2,8,44,7,106,1,12,Yes participating without using any Provision or the CEO,040065303069,Arizona Conservatory for Arts and Academics,79981,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",54.5,2018,1,0.3277777777777778,0.6722222222222223,0.011111111111111112,0.044444444444444446,0.24444444444444444,0.03888888888888889,0.5888888888888889,0.005555555555555556,0.06666666666666667,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Edkey  Inc. - Arizona Conservatory for Arts and Academics,0400653,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Middle,194,,71,123,0,1,48,20,112,1,12,Yes participating without using any Provision or the CEO,040065303004,Arizona Conservatory for Arts and Academics Middle School,79981,"Edkey, Inc. - Arizona Conservatory for Arts and Academics",44.0,2018,1,0.36597938144329895,0.634020618556701,0.0,0.005154639175257732,0.24742268041237114,0.10309278350515463,0.5773195876288659,0.005154639175257732,0.061855670103092786,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gadsden Elementary District,0403240,Yuma County,04027,2-No,5-Title I schoolwide school,0403,Elementary,687,659,373,314,0,0,686,0,1,0,0,Yes under Provision 2,040324001806,Arizona Desert Elementary School,4505,Gadsden Elementary District,35.25,2018,0,0.5429403202328966,0.4570596797671033,0.0,0.0,0.9985443959243085,0.0,0.001455604075691412,0.0,0.0,0.9592430858806404,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Tolleson Elementary District,0408490,Maricopa County,04013,2-No,6-Not a Title I school,0407,Elementary,576,494,287,289,11,2,474,59,21,1,8,Yes participating without using any Provision or the CEO,040849001705,Arizona Desert Elementary School,4264,Tolleson Elementary District,35.25,2018,0,0.4982638888888889,0.5017361111111112,0.019097222222222224,0.003472222222222222,0.8229166666666666,0.10243055555555555,0.036458333333333336,0.001736111111111111,0.013888888888888888,0.8576388888888888,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
